Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Reason and Persuasion: Thinking Through Three Dialogues By Plato,National University of Singapore,Not Calibrated,4.6,https://www.coursera.org/learn/plato-dialogues,"In this course we study the ancient, Socratic art of blowing up your beliefs as you go, to make sure they're built to last.",virtue  justice  father  psychology  philosophy  dialogue  reason  Poetry Writing  thought  moral psychology arts-and-humanities philosophy
Big Data Modeling and Management Systems,University of California San Diego,Intermediate,4.4,https://www.coursera.org/learn/big-data-management,"Once youve identified a big data issue to analyze, how do you collect, store and organize your data using Big Data solutions?  In this course, you will experience various data genres and management tools appropriate for each.",Databases  analytics  graphs  Data Structures  Big Data Analytics  Data Management  Big Data  Data Model  Leadership and Management  modeling data-science data-analysis
Introduction to Deep Learning & Neural Networks with Keras,IBM,Beginner,4.7,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,Looking to start a career in Deep Learning? Look no further.,recurrent neural network  Artificial Neural Networks  Machine Learning  Autoencoder  Deep Learning  Convolutional Neural Network  Python Programming  Human Learning  Regression  Keras data-science machine-learning
"Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention",Imperial College London,Intermediate,4.8,https://www.coursera.org/learn/global-disease-masterclass-communicable,This course is all about infectious diseases.,Epidemics  disease  Vaccine Development  outbreak  mosquito  infectious diseases  epidemic  infection  emerging infectious disease  public health life-sciences public-health
Basic Skills in Constructive Communication,Peter the Great St. Petersburg Polytechnic University,Advanced,4.5,https://www.coursera.org/learn/basic-skills-in-constructive-communication,Insufficiently developed skills in constructive communication lead to misunderstandings and conflicts between employees and managers.,active listening  Communication  perception  process  emotions  awareness  Receiving  interrupts  emotion  modeling business leadership-and-management
Hypothesis-Driven Development,University of Virginia,Intermediate,4.6,https://www.coursera.org/learn/uva-darden-agile-testing,"To deliver agile outcomes, you have to do more than implement agile processes- you have to create focus around what matters to your user and constantly test your ideas.",test-driven development  software  hypothesis  Agile Software Development  Software Engineering  scrum (software development)  agile testing  Leadership and Management  design sprint  Continuous Delivery computer-science design-and-product
Qualitative Research,"University of California, Davis",Advanced,4.5,https://www.coursera.org/learn/qualitative-research,"In this course, the second in the Market Research Specialization, you will go in-depth with qualitative market research methods, from design to implementation to analysis.",quantitative research  focus group  Market Research  research methods  Recruiting  qualitative research  marketing research  market (economics)  secondary research  analysis business marketing
Interventions and Calibration,Imperial College London,Advanced,4.5,https://www.coursera.org/learn/interventions-and-calibration,"This course covers approaches for modelling treatment of infectious disease, as well as for modelling vaccination.",Time Series  maximum likelihood estimation  mechanism of action  likelihood function  epidemic  vaccination  calibration  least squares  mathematical model  relative change and difference life-sciences public-health
Basic Game Development with Levels using Scratch,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/basic-game-development-with-levels-using-scratch,"By the end of this project, you will create a basic game using additional features with an introductory, web-based coding program called Scratch.",Angular  process  event-driven programming  language  Software Engineering  Algorithms  ordered pair  Computer Programming  debugging  angularjs computer-science algorithms
Introduction to Chemistry:  Reactions and Ratios,Duke University,Beginner,4.7,https://www.coursera.org/learn/intro-chemistry,"This is an introductory course for students with limited background in chemistry; basic concepts involved in chemical reactions, stoichiometry, the periodic table, periodic trends, nomenclature, and chemical problem solving will be emphasized with the goal of preparing students for further study in chemistry as needed for many science, health, and policy professions.",medicinal chemistry  chemistry  physics  significant figures  ordered pair  compounding  Chemical Engineering  Stoichiometry  environmental chemistry  sodium physical-science-and-engineering chemistry
Getting Started with Azure,LearnQuest,Beginner,4.2,https://www.coursera.org/learn/cloud-azure-intro,This course in an introduction to Microsoft Azure services.,Software Security  powershell  Microsoft Azure  virtual machine  Cloud Computing  Cloud Applications  unix shells  cloud computing security  Network Security  Software As A Service information-technology cloud-computing
Pro Tools Basics,Berklee College of Music,Intermediate,4.6,https://www.coursera.org/learn/protools,"Producing music is an incredibly creative process, and knowing the tools of the trade is essential in order to transmit the musical ideas in your head into the DAW in a creative and uninhibited way.",Audio Engineering  human voice  saving  Sound Design  relative change and difference  Video Editing  music  instrumentation (computer programming)  sound  guitar arts-and-humanities music-and-art
